,text
2063, in ukraine too we act as a partner for major bakery clients in both production and product development 
2064, neste oil is working with over research communities in europe america africa asia and australia to develop and introduce new raw materials 
2065, the announced investment of the carmaker hyundai for example sounds optimistically for us as of course new cars mean new tires 
2066, they ve already allocated money for the inventory 
2067, january finnish flag carrier finnair oyj hel fia s said today it sealed a nineyear sale and leaseback agreement for its newest airbus a aircraft for syndication into the japanese operating lease market 
2068,according to acnielsen s scantrack study for the period week of to week of cocacola is the market leader in soft drinks in finland 
2069,finnish ahlstrom corporation has ordered key production equipment for a new glass nonwovens production line at its russian tver mill from finnish vaahto pulp paper machinery that is part of vaahto group 
2070,finnish navigation device manufacturer benefon that is changing its name to geosentric reports net sales of about eur mn in the second quarter of 
2071,finnish vacon has signed significant deals with norwegian scandinavian electric systems ses on the supply of ac drives 
2072,finnishswedish tietoenator is expanding its business quickly in russia 
2073,hkan dahlstr¦m head of mobility services at teliasonera has forecast that mobile data volume on the teliasonera network in sweden will rise eightfold to tb by 
2074,the order for plywood mill machinery and equipment announced by finnish raute in september will be delivered to thebault plyland in france 
2075,according to mreal s ceo mikko helander this transaction will enable the company to proceed swiftly with its restructuring program 
2076,according to olvi s managing director lasse aho the company has an ongoing mmx plus project that aims to find growth outside finland 
2077,according to scanfil s president harri takanen scanfil s investment activity proceeded according to the strategy on several fronts in 
2078,acquisitions have been made and businesses have been well integrated 
2079,alma media s net sales in totalled meur with an operating margin of per cent 
2080,aspokem posted an operating profit of mln euro mln and net sales of mln euro mln in 
2081,auburn s sales in were cad million approximately eur million and the company employs some people 
2082,brazilian mobile player telemig celular yesterday announced that it has selected finnish software developer tecnomen oyj to expand its prepaid billing system 
2083,cargotec corporation press release april at pm finnish time cargotec s macgregor business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers 
2084,cargotec s sales totalled eur billion in and it employs approximately people 
2085,commencing the construction works of pearl plaza is a significant step in our russian projects 
2086,corporate it update c m communications ltd finnish technology group teleste corporation omx helsinki tlt v reported on wednesday february an operating profit of eur m on net sales of eur m for the year 
2087,cost savings will then rise to some mln eur a year from oko said 
2088,cramo group s financial targets for are sales growth higher than percent per year return on equity above percent 
2089,cymed s net sales are expected to amount to eur mn in 
2090,delhaize le lion has selected the aldata gold vocal pda solution on the motorola wt pda terminal 
2091,diluted loss per share stood at eur versus eur 
2092,efficiency programs totalling million euros are under way in finnair 
2093,elcoteq s revenues in were approximately eur million 
2094,elektrobit eb has renewed its it infrastructure contract with ict services provider fujitsu services for eb s patja service 
2095,european traffic grew nearly 
2096,finlandbased international machinery rental company ramirent plc omx helsinki rmr v reported on friday august an operating profit of eur m on net sales of eur m for the period januaryjune 
2097,finnish aluminium products manufacturer nordic aluminium plc omx helsinki noa v reported on monday august an operating profit of eur m on net sales of eur m for the period januaryjune 
2098,finnish component supplier componenta corporation omx helsinki cth v reported on tuesday july an operating profit of eur m on net sales of eur m for the financial period januaryjune 
2099,finnish elevators and escalators maker kone corporation said on tuesday march that it has received a major order from sir robert mcalpine to supply all elevators and escalators for the watermark place project in the city of london 
2100,finnish financial software developer basware oyj said today it will provide its invoice automation ia solution to an unnamed major retail company in the usa in a deal worth more than eur 
2101,finnish forest machinery and equipment maker ponsse oyj said on october it will deliver a total of cuttolength method forest machines and harvester heads to brazilian paper maker bahia pulp and to unnamed uruguayan wood harvesting contractors 
2102,finnish glass technology group glaston corporation omx helsinki gla v reported on thursday august an operating profit of eur m on net sales of eur m for the period januaryseptember 
2103,finnish logistics and information solutions provider done solutions corporation omx helsinki dso v reported on wednesday october an operating profit of eur m on net sales of eur m for the period januaryseptember 
2104,finnish metso will supply new wood handling and bleaching lines as well as a rebuild of the kraft liner washing line for klabin s telmaco borba mill in the brazilian state of paranè 
2105,finnish software company qpr software plc omx helsinki qpr v reported on thursday october an operating profit of eur on net sales of eur m for the third quarter 
2106,finnish technology group aspocomp group oyj omx helsinki acg v issued its third quarter report on thursday november posting an operating profit of eur m as compared to a loss of eur m in the third quarter of 
2107,finnishowned contract manufacturer of electronics elcoteq hungary kft has announced plans to recruit more than new staffers to fulfill new orders in pcs where the company has two plants 
2108,following the payment made in april the company has a total of eur million in loans from financial institutions 
2109,for q consolidated earnings before tax totaled eur m compared to eur m and net profit was eur m compared to eur m in the previous year 
2110,for telenor the three and a half year contract is worth an estimated m yit has chosen telenor and elisa as its principal suppliers of ict solutions in norway sweden denmark and finland 
2111,for the fiscal year ending september the revenue from these customers was million or around of the transportation group s revenue 
2112,galeria podlaska a shopping mall on wysockiego street in bia ystok is approximately percent leased or reserved 
2113,however he expects banks to provide alternative financing 
2114,in the bank posted a net profit of lt mn 
2115,in teliasonera net sales were sek bn ebitda was sek bn net income was sek bn 
2116,in alma media s operating profit was about eur mn 
2117,in almost two thirds of orion s net sales came from these drugs 
2118,in huhtamaki will continue to invest in organic growth 
2119,in marimekko has also opened concept stores in yokohama and nagoya central japan in silver spring in metropolitan washington dc usa in graz central austria and in aalborg northern denmark 
2120,in the group s net sales stood at eur million and it had about employees at the end of june 
2121,in the deal is likely to bring savings of eur mn mn 
2122,in it reported net sales of approximately eur mn 
2123,in the marimekko group s net sales were eur thousand eur thousand and operating profit was eur thousand eur thousand 
2124,in beers olvi retained its market position 
2125,in januaryseptember operating profit totaled eur mn 
2126,in middle east north africa tecnotree has grown considerably in the recent years 
2127,in q may finnish electrical components maker salcomp oy hel sal v said today it turned to a net profit of eur m in the first quarter of versus a loss of eur m in the corresponding period last year 
2128,in the end of the number of outlets will rise to 
2129,in the first quarter of the marktomarket result was a pretax profit of eur million versus a loss of eur million in the same period last year 
2130,incap contract manufacturing services private limited has inked agreements with six new customers in india 
2131,it also said its third quarter diluted eps came in at eur compared with eur in the same quarter a year ago 
2132,it also turned in earnings per share eps of eur versus loss per share of eur 
2133,it also turned to earnings per share eps of eur versus loss per share of eur 
2134,it appears from statistics of the technical surveillance authority that customers who switch service providers mostly transfer their numbers to elisa s network 
2135,it expects revenue between billion and billion compared to analyst estimates of billion 
2136,it is in line with its plans to focus on selected growth segments and streamline corporate structure 
2137,it projected revenue of billion to billion slightly higher than analyst estimates of billion 
2138,it will also strengthen ruukki s offshore business 
2139,it will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance 
2140,jens schultebockum vodafone s global director of terminals said the company expects to sell one to two million of the vodafone and models in the first year of launch and potentially tens of millions over the lifetime of the device 
2141,juha jordan chief engineer at glaston said one of the reasons for choosing vacon as a global ac drives supplier is that it has service and support centres in the same countries where glaston operates 
2142,kai tulonen chief technology officer sysopen digia says mobility business suite represents a significant milestone in the company s offering to the telecommunications industry 
2143,kemira will supply the additional volumes of iron coagulants from the company s plant at helsingborg sweden 
2144,last month outokumpu sold more than percent of its technology unit outokumpu technology oyj to further its strategic goal of becoming the world s largest stainless steel maker 
2145,last week the finnish metals and technology group announced plans to sell more than percent of its technology unit to further the company s strategic goal of becoming the world s largest stainless steel maker 
2146,madison wis feb prnewswire fiskars announces that the united states patent and trademark office has granted a trademark registration for the color orange on its iconic scissor handles 
2147,manavigatorseptember kemira unveils indian jv with ivrcl finnish chemicals group kemira hel kra v on tuesday announced it has inked a deal to form a joint venture in india with local construction firm ivrcl infrastructure and projects ltd bom 
2148,metso will provide a recovery boiler with a capacity of tonnes of dry solids per day and an evaporation plant with six thermal stages and a capacity of tonnes per hour 
2149,metso will supply the equipment for two process lines at northland resources new kaunisvaara iron ore project in sweden which exploits tapuli and sahavaara iron ore deposits 
2150,mreal s sales are expected to have increased by yearonyear to eur m in the second quarter of 
2151,navteq has a commanding lead in installed map data systems in north american vehicles and may be the leader in turnbyturn navigation data offered by services such as onstar in north america said analyst phil magney of telematics research group in minnetonka minn 
2152,neste oil s board proposed eur dividend for the fullyear compared with eur a year ago 
2153,net interest income totaled eur mn compared to eur mn a year earlier 
2154,net profit in the period in was euro million 
2155,net profit in the same period in was million euros 
2156,net profit in the same period in was x ac million 
2157,net profit was mln compared with mln 
2158,net sales are expected to remain on the same level as in 
2159,net sales by the sataflexo group came to some eur m in and the group companies employed a total of people 
2160,net sales in totaled eur million and the operating margin was 
2161,net sales in are expected to be up on 
2162,net sales in totalled eur million and the operating margin was over 
2163,net sales in are expected to be on the same level as in 
2164,net sales of the lehdentekijat unit was approximately eur million in and it had employees 
2165,nokia bought chicagobased navteq in acquiring a maps database to compete with google s maps as well as with navigation device companies such as tomtom nv and garmin ltd 
2166,nokia corp of finland tuesday said it has received a unified device managment contract with finnish operator elisa oyj 
2167,nokia has enough users to do just as well 
2168,of this eur mn was net interest income 
2169,omeo wwwomeose employs and expects net sales of some mln euro mln for fiscal ending april 
2170,operating loss was eur mn compared to a loss of eur mn in the second quarter of 
2171,operating profit for the quarter apriljune amounted to eur m on sales of eur bn 
2172,operating profit totaled eur mn or of net sales 
2173,operating profit was eur mn compared to a loss of eur mn in the corresponding period in 
2174,pretax loss totaled eur mn compared to a loss of eur mn in the first quarter of 
2175,pretax profit totalled eur mn compared to a loss of eur mn in the fourth quarter of 
2176,pretax profit totalled eur mn compared to a loss of eur mn in the corresponding period in 
2177,previously eb delivered a custom solution for lg electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators 
2178,previously vaahto pulp has supplied headboxes with rectifier roll and dilution control technology for stora enso s mill in imatra eastern finland 
2179,production will expand to other of elcoteq s locations including mexico and hungary during 
2180,profit of the accounting period was eur mn 
2181,rapala said it estimates it will make savings of mln eur a year by centralising its french operations at one site 
2182,reuse back into pet bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in petcore said previously 
2183,russia accounted for of the lagardere magazine division s revenue or eur mn usd mn in the usa for 
2184,sales are expected to increase in the end of the year however 
2185,satama s net sales would be higher than the year before 
2186,scanfil expects net sales in to remain at the level 
2187,singapore icis kemira and indian water infrastructure firm ivrcl have agreed to form a join venture which includes a new inorganic coagulant manufacturing facility in andhra pradesh state india the finnish water treatment chemicals maker said on tuesday 
2188,so at the present time nokian tires had the contract of tires production in china 
2189,solvay sa has engaged poyry to provide project management engineering procurement and site services for a hydrogen peroxide production plant to be built by a solvaybasf joint venture at basf s zandvliet site belgium 
2190,southfield mich central corporate credit union will again distribute patronage dividends to members by waiving all service fees incurred during the months of july and november to the tune of an estimated million 
2191,srv will raise its holding in the company so that by the summer of it will have a majority 
2192,systeemitiimi s sales and project resources will also be strengthened director paul skogberg said 
2193,tallink claims the watertight doors of both vana tallinn and regina baltica including their electrical systems are fully in working order 
2194,talvivaara has secured a year offtake agreement for per cent of its main output of nickel and cobalt to norilsk nickel and entered into a longterm zinc streaming agreement with nyrstar nv 
2195,tekla group s net sales for were approximately million euros 
2196,teliasonera has secured deliveries for g modems with support for g and g during the second quarter 
2197,the joint venture to be called nokia siemens networks will be comprised of nokia s network business group and siemens carrierrelated operations creating estimated synergies of billion euros billion by nokia said 
2198,the acquisition of boomeranger boats oy is in line with the done solutions strategy of developing its business through company acquisitions 
2199,the actions are expected to deliver annual cost savings of some eur m 
2200,the agreement which will cover monitoring maintenance server capacity service and backups has a oneyear extension option 
2201,the amendment will not incur additional costs 
2202,the announced restructuring will significantly decrease the company s indebtedness 
2203,the companies expect the first orders already in 
2204,the company also expects to sell its products in other russian region 
2205,the company also said that its board of directors has proposed a profit distribution of eur per share 
2206,the company closed last year with a turnover of about four million euros 
2207,the company expects net sales of mln euro mln for 
2208,the company expects sales revenue of rmb billion in 
2209,the company feels these leases are prime locations due to several producing formations in the immediate area 
2210,the company has exported into about twenty european countries as well as to africa 
2211,the company is well positioned in brazil and uruguay 
2212,the company reports a loss for the period of eur mn compared to a loss of eur mn in the corresponding period in 
2213,the company s net sales in totalled meur with an operating margin of per cent 
2214,the company s operating profit for stood at mln euro mln 
2215,the company s profit totaled ls 
2216,the company targets sales of ls mn ls mn and a profit of ls ls in 
2217,the company turned to earnings per share eps of eur versus loss per share of eur 
2218,the company will build altogether new substations by the end of this year 
2219,the diesel margin has remained high 
2220,the divestment is in line with the company s plans to focus on selected growth segments and streamline corporate structure the company explained 
2221,the divestment of raisio s margarine business in may gave the company a clearer focus on grainbased products 
2222,the earnings in the comparative period included a capital gain of eur mn from the sale of omx shares 
2223,the finnish textiles and clothing company marimekko corporation omx helsinki mmo v reported on wednesday november an operating profit of eur m on net sales of eur m for the period from january to september 
2224,the first quarter was as expected and was in line with analysts forecasts 
2225,the fourth quarter saw rapala swing back to a pretax profit of mln eur from a year earlier loss of mln on the back of a pct uplift in sales to mln eur and a stronger performance in north america 
2226,the german subsidiary will produce software development services for ixonos telecommunications business unit s client projects 
2227,the group s consolidated net sales for totaled billion euros and it employs approximately persons 
2228,the group s consolidated net sales for totaled billion euros and it employs approximately persons 
2229,the group s revenue amounts to over eur million about half of which is accounted for by exports 
2230,the group s revenue in amounted to eur million and the company currently employs approximately people 
2231,the group s revenue in amounted to eur million and the company currently employs approximately people 
2232,the group will expand the chain to include stores 
2233,the insurance division turned a eur m profit 
2234,the iso certification demonstrates that we are moving forward in our quality commitments to our customers 
2235,the longterm contract is global 
2236,the members of the management team will contribute to the adjustment measures with temporary salary cut of 
2237,the offer represents a premium of over the stock s closing price on friday 
2238,the opening of the portal is part of the expansion strategy of alma media s marketplaces business unit 
2239,the recovery of demand that started toward the end of continued in januarymarch 
2240,the sale of the healthcare trade business supports oriolakd s strategy to focus on pharmaceutical wholesale and retail businesses 
2241,the sale will lead to a pretax capital gain of eur million for the finnish company in 
2242,the segment has an annual revenue of approximately eur m the company said 
2243,the soapstone deposits in the medvezhyegorsk area are expected to increase tulikivi s current reserves considerably 
2244,the solvency capital ratio of both companies was times the solvency limit 
2245,then it said the contract was estimated to contribute more than eur m to its net sales in 
2246,these measures are expected to produce annual cost savings of eur million starting in 
2247,this will bring cost savings of about eur mn a year 
2248,through the acquisition solteq will expand its solutions offering by microsoft s dynamics business software products 
2249,under the agreement japrotek will deliver nine storage tanks in the volume range of cu m to cu m with included agitators 
2250,under the agreement tietoenator will provide blyk with extended application and business process management services and an it infrastructure 
2251,under the agreement ponsse will provide forest machine maintenance services to stora enso s russian wood procurement operations 
2252,under the contract cramo sverige and its subcontractor brinkab ab will provide all scaffolding installations at lkab s new pellets plant in kiruna in northern sweden 
2253,under the terms of this agreement lextel group has committed to an opening order of eur m for benefon mobile units to be cobranded with capitel for the china market 
2254,vacon s office will support its customers in brazil and south america 
2255,we can capitalize on our experience from a number of similar bridge projects in the nordic countries 
2256,via the move the company aims annual savings of some eur m the main part of which are expected to be realized this year 
2257,with the second phase of the new innova building tecnopolis presence in jyvaskyla will increase to a total of approximately floor square meters 
2258,with this acquisition panostaja oyj further expands its business area specialising in digital printing 
2259, moody s said it gave p a longterm senior unsecured and p p shortterm debt ratings to finnish lender aktia bank s eur bn usd bn euro mediumterm note emtn program of march 
2260,brazilian nonprofit interbank camara interbancaria de pagamentos cip has acquired solutions from us business integration solutions provider sterling commerce the latter company said in a statement 
2261, leipurin is a growing and rapidly internationalizing group 
2262, ntc has a geographical presence that complements ramirent s existing network and brings us closer to our customers in the east bohemia region in the czechrepublic 
2263, several growth initiatives in the chosen geographic areas are already ongoing it continued noting lindex opened its first store in the czech republic this autumn in brno 
2264, we have analyzed kaupthing bank sweden and found a business which fits well into alandsbanken said alandsbanken s chief executive peter wiklof in a statement 
2265, july finnish steel maker rautaruukki oyj hel rtrks or ruukki said today it turned to a net profit of eur m in the second quarter of from a net loss of eur m in the corresponding period last year 
2266, october finnish wood products technology supplier raute oyj hel rutav said today it swung to a net profit of eur m for the first nine months of versus a net loss of eur m for the same period a year earlier 
2267, february finnish broadband data communication systems provider teleste oyj hel tlt v said yesterday its net profit rocketed to eur m in from eur in and it lifted its dividend proposal 
2268, february finnish broadband data communication systems provider teleste oyj hel tlt v said wednesday its net profit rocketed to eur m in from eur in and it lifted its dividend proposal 
2269,agreement with shb december finnish financial services group aktia hel aktav has concluded a market making agreement with svenska handelsbanken sto shb a or shb the two parties said today 
2270,austin texas sept texas department of transportation awards contract for teleste video compression and distribution equipment 
2271,cargotec corporation press release august at am finnish time cargotec s macgregor business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order 
2272,ceo of the company tarmo noop said the growth in the sale of premium beers was the biggest 
2273,ebit totalled eur mn compared to a loss of eur mn in the corresponding period in 
2274,finnish broadband data communication systems provider teleste oyj hel tlt v said yesterday it returned to a net profit of eur million usd m for the first nine months of versus a net loss of eur for the same period of 
2275,finnish construction company lemminkainen oyj hel lem s said yesterday that it would build a plastic film extrusion plant for packaging materials supplier ab rani plast oy at lemminkainen s kaluga industrial park in russia 
2276,finnish consumer packaging manufacturer huhtamaki oyj said it swung to a net profit of mln euro mln in the first nine months of from a net loss of mln euro mln in the same period of 
2277,finnish dental care group oral hammaslaakarit oyj posted a total net profit of euro mln in the first nine months of versus a net loss of euro in the same period of 
2278,finnish it consultancy satama interactive oyj posted a net profit of mln euro mln for the first nine months of compared to a net loss of euro for the same period of 
2279,finnish pulp and paper machinery maker vaahto group oyj swung to a mln euro mln net profit in the fiscal ended august from a euro net loss in the fiscal 
2280,finnish silicon wafers manufacturer okmetic oyj said it swung to a net profit of mln euro mln in the first nine months of from a net loss of mln euro mln a year earlier 
2281,glaston also has efficiency measures in all other units 
2282,growth was strongest in fsecure s operator isps mobile operators and cable operators business 
2283,in the second quarter of the company s net profit was eur m compared to a net loss of eur m in apriljune 
2284,it therefore seems that finnish shipping company viking line will get the subsidy it needs to order its new lngfuelled vessel 
2285,jarmo honkamaa head of the oil refining business at neste oil says the situation looks promising from their viewpoint 
2286,adp news feb finnish printed circuit board pcb maker aspocomp group oyj hel acg v said today it swung to a net profit of eur usd for versus a net loss of eur million
2287,adp news nov finnish retail software developer aldata solution oyj omx ald v said today that it swung to a net profit of eur million usd m for the first nine months of versus a net loss of eu
2288,mformation and nokia noted they have established interoperability agreements that cover commercially proven standardsbased management of mobile devices as well as mobile device security and mobile application management 
2289,mn and pretax profit to eur mn from eur mn in the third quarter of 
2290,net sales will however increase from 
2291,nokia will deliver a wcdma ghspa radio network including the modular high capacity nokia flexi wcdma base station to indosat 
2292,operating profit totaled eur mn compared to eur mn in the corresponding period in 
2293,order intake on the other hand is expected to be stronger than in 
2294,outokumpu of finland stainless steel manufacturer plans to enter into a supply agreement with the indian railways 
2295,profit after taxes was eur mn compared to eur mn the previous year 
2296,profit for the period was eur mn compared to eur mn in 
2297,quarterly diluted eps on continuing operations came in at eur compared with last year s eur 
2298,rapala estimates its net sales for will increase by between pct and pct assuming exchange rates 
2299,raute posted a net profit of mln euro mln for the third quarter of compared to a net loss of euro for the corresponding period of 
2300,return on equity stood at compared to in the third quarter of 
2301,russian export duties will activate harvesting in finland and sales in russia will increase also 
2302,tectia corporation hel tec v a provider of realtime security solutions today announced that it has appointed lan lan a provider of it services in the uk to distribute its data security and manage file transfer software 
2303,the bristol port company has sealed a one million pound contract with cooper specialised handling to supply it with four tonne customised reach stackers from konecranes 
2304,the company expects net sales to significantly increase from 
2305,the company s net profit amounted to ee mn which was more than in 
2306,the company said that it will supply the wcdma ghspa radio network including the modular high capacity nokia flexi wcdma base station in east java bali sumatra and batam 
2307,the contract traded at an alltime high of a ton on april 
2308,the ebitda was eur m compared to eur m corresponding to an ebitda margin of 
2309,the fair value of investment properties totalled eur mn compared to eur mn in the corresponding period in 
2310,the fund at fair value will increase correspondingly 
2311,the impact of this acquisition to teleste s net sales for is estimated to be approximately eur million 
2312,the impact on tietoenator s net sales for from the purchase is expected to be some mln euro mln 
2313,the optimization of the steel components heating process will reduce the energy consumption 
2314,the proportion of estonian and lithuanian passengers on the tallinnhelsinki route also grew in july 
2315,these savings will have full impact as of the beginning of 
2316,this assignment strengthens poyry s position as an international provider of engineering and project services to the chemical process industry 
2317,this new partnership agreement represents a significant milestone for both parties 
2318,tiimari latvian representative ineta zaharova said that the company earned lvl in profit which is times more that in 
2319,together yahoo and nokia said they will continue to deliver internet experiences that address the core needs of consumers developers operators and advertisers 
2320,via the agreement ramirent will expand the range of equipment and services it delivers to destia ramirent finland s managing director kari aulasmaa said 
2321,via the takeover panostaja further expands its business area specialising in digital printing which since previously consists of the subsidiaries kopijyva oy and sokonet oy 
2322, inge larsen cfo shares representing of the share capital 
2323,the forecast for is 
2324,the share capital of alma media corporation business id is eur and it is divided into shares 
2325,the company is listed on the nordic exchange in helsinki 
2326,incap contract manufacturing will carry out the manufacturing for these agreements at its factory in tumkur near bangalore 
2327,it will be operated by nokia and supported by its nokia netact network and service management system 
2328, january finnish technology center operator technopolis oyj hel tps vsaid today it will invest eur m in the construction of the second phase of an office facility in tampere 
2329,comptel corporation will publish its financial statements for on february 
2330,finnish lt recoil a company specialising in used oil regeneration is building a facility in hamina in finland in 
2331,the shops are located in the capital region and the paijathame region 
2332,the carrier said its area travel agency is to sell most of its outlets to sister chain suomen matkatoimisto smtand use its remaining bricksandmortar presence to primarily target business customers going forward 
2333,the annual net sales of the unit is some eur million and it currently employs some people 
2334,on the following workday customers can check from their home computers how their purchases are divided between different ingredient groups how much energy various products contain and what is the nutritional content of all purchases 
2335,name of company in which holdings have been acquired citycon oyj 
2336,basware is headquartered in espoo finland 
2337,the store is located in poznan in a shopping center named pestka the company added 
2338,the other seats would go to edgar edmonds an american with experience of the clothing and retail industry and christian fischer an austrian with experience in the winter sports goods business 
2339,according to the act universities can now acquire private funding 
2340,following its strategy tikkurila has established a fullyowned sales company too tikkurila in almaty kazakhstan for marketing decorative paints under the finnish tikkurila brand and the russian teks brand 
2341,asian traffic declined by per cent 
2342,ahlstrom s employees serve customers via sales offices and production facilities in more than countries on six continents 
2343,raute headquartered in nastola finland is a technology company serving the wood products industry worldwide 
2344,consumer products manufacturer fiskars corp will open a distribution and warehouse center in southaven creating jobs 
2345,according to latest information benefon will launch its twig device on september 
2346,atria will also buy the shares of kauhajoen teurastamokiinteistot oy kauhajoki slaughterhouse propertyfrom itikka cooperative 
2347,the joint venture will invest about eur in production technology straight away 
2348,he will report to capman plc s ceo heikki westerlund 
2349,the price will be specified at the completion date 
2350,a total of million will be invested in the project 
2351,finnish it consultancy satama interactive oyj said on november that jarmo lonnfors took up the position of ceo 
2352,h h q q in mln euro unless otherwise stated net sales operating profit pretax profit net profit eps in euro euro wwwcomponentacom
2353, nordea s definitely too big for sampo to acquire said an analyst but sampo would appear to have an agenda for nordea ahead of the privatisation 
2354, fixed mobile convergence solutions represent a key value proposition in today s communication market 
2355, there is no room to modify the share component as we have already indicated 
2356, we could be there 
2357, we were the lowest bidders and now the final approval is awaited 
2358, pm central office of nordea bank ya ulitsa yamskogo polya building telephone ext unimilk egm xvi international businesssummit food business russia will take place 
2359, shares can still be subscribed for with series e share options max 
2360, november finnish energy company fortum oyj hel fum v said today it and partners started negotiations to establish a new operating model for energy supply in the turku region of western finland 
2361, new shares under option rights plan packaging company huhtamaki oyj reported on monday that a total of new shares of the company have been issued based on share subscriptions under its option rights plan 
2362,a meeting for the media and analysts will be held on the same day at am at stonesoft headquarters in helsinki italahdenkatu a the interim report will be presented by stonesoft s ceo ilkka hiidenheimo 
2363,a meeting of glisten shareholders to vote on the bid will be held on march 
2364,a replay will be available until october in the following numbers us callers £ £ nonus callers access code 
2365,a spokesman said the food store center subject to council and local support could comprise a supermarket or smaller store and other niche outlets and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers 
2366,a total of wonderware certified sis are available to integrate and support wonderware products such as intouch  hmi software industrialsql server historian wonderware information server dt analyst software or qi analyst spc software 
2367,a le coq had a market share of percent and rival beverage group saku percent 
2368,about of this came from aspo chemicals from aspo shipping and from aspo systems 
2369,about of evraz group shares are owned by lanebrook whose beneficiaries on the one hand are millhouse the holding company for the assets of billionaire roman abramovich and his business partners and evraz executives alexander abramov and alexander frolov on the other 
2370,absolut bank is exploring the possibility of further borrowing 
2371,aker yards finland will begin using chinese subcontractors at its finnish shipyards 
2372,finnish food industry companies hk ruokatalo and atria will form a joint venture company called lænsikalkkuna to produce turkey meat 
2373,finnish food industry company lænnen tehtaat is planning changes to its fish product business 
2374,finnish plumbing and heating systems supplier uponor is temporarily laying off its whole workforce in finland for two weeks as of midjuly 
2375,finnish property investment company citycon plans to issue directed subordinated convertible bonds to institutional investors 
2376,in finland hamina cargo terminal of finnish nurminen logistics has purchased a warehouse with ground lease rights in the port of hamina 
2377,in finland metal sector company componenta is laying off temporarily the staff of its pori mill from christmas till january 
2378,member of the hk ruokatalo group in finland scan is launching a joint venture slaughterhouse with team ugglarp in skne southern sweden 
2379,the largest construction company in finland yit corporation is to acquire of the shares in the slovak construction company reding bratislava 
2380,according to aktia asset management finnish analysts forecasts for are still too high 
2381,according to business media reports usmanov planned to transfer his megafon stake to the statecontrolled svyazinvest in exchange for a stake in the merged rostelecom 
2382,according to ceo hannu syrjænen a new common name and visual identity is required as the group has grown and internationalised 
2383,according to gallup food and farm facts beef consumption totaled mn kilos in finland in 
2384,according to him construction work will start in spring and the facility is to be commissioned in spring 
2385,according to soosalu particular attention was paid to residents privacy and security in the design of the aleksandri street building 
2386,according to statistics by the finnish maritime administration shipping did not increase much in januaryaugust however 
2387,according to the company a decision in the issue will be made in the summer of at the earliest and in the summer of at the latest 
2388,according to the company the layoffs will be temporary 
2389,according to the finnishrussian chamber of commerce all the major construction companies of finland are operating in russia 
2390,according to the notification the holdings of ameriprice inc and its group companies are now in total shares which represent of tekla  s shares and voting rights 
2391,according to the report elisa s and dna s joint market share of finland s telecom market is 
2392,after that the two companies sat down and sewed up the present deal 
2393,after the sale savcor group ltd will comprise savcor art a corporate function and an investment in cencorp corporation 
2394,ahlstrom s employees serve customers via sales offices and production facilities in more than countries on six continents 
2395,ahlstrom s share is quoted on the nasdaq omx helsinki 
2396,ahlstrom s share is quoted on the nasdaq omx helsinki 
2397,airbus will attempt to evacuate up to people within seconds 
2398,alexandria va june michael g williams of newbury park calif has developed a network device 
2399,all rights reserved 
2400,all yit capital markets day materials will be available on the company s internet site at wwwyitgroupcominvestors at on september 
2401,alma media holds of this company the remaining shares being owned by the company s key employees 
2402,almost the entire office building will be occupied by metso 
2403,also westpac is to issue a benchmark month frn deal in euros 
2404,also the development of online businesses will continue 
2405,altimo previously agreed a similar deal with telenor to merge their stakes in vimpelcom and kyivstargsm 
2406,as a part of the agreement employees from the john deere forestry documentation functions will transfer to dokumentori oy 
2407,as a result a total of employees would be given notice 
2408,as a result of the transaction sanoma budapest has acquired a stake in the online store egeszsegbolt 
2409,as an alternative to the share exchange panostaja offers a full cash consideration at the value of euro per share 
2410,as part of the reorganisation measures that will take place in spring tamglass finton will start personnel negotiations that will affect its entire staff of 
2411,as reported june both circuits continued to alternately report the track as vacant and then occupied almost constantly from june when part of the track signaling device was replaced to the time of the crash according to the metro source 
2412,at am outokumpu declined pct to eur while the omx helsinki was pct higher at and the omx helsinki added pct to 
2413,at eet alma media s annual report for is scheduled to be published in calendar week 
2414,at endaugust sampo was nordea s biggest shareholder with a stake followed by the state with 
2415,at first solteq s services to companies operating in the st petersburg area will include maintenance and material management systems and data collection solutions 
2416,autotank group is part of aspo s systems division 
2417,basware einvoices oy will be merged into the parent company during the present fiscal period 
2418,because the application can be considered as a hacking application it is classified by fsecure as riskware 
2419,before fki john jiang has worked in several general manager or senior business consultant positions for international companies in china 
2420,benefon s target is to lay off temporarily of permanently up to of the salo plant s staff 
2421,besides pitprodukt will enter the new segments 
2422,bids or offers include at least shares and the value of the shares must correspond to at least eur 
2423,capman made its initial investment in onemed in june 
2424,capman said the deal s effect on its cash flow for totals eur m but the transaction would not affect its financial results for as it was executed at fair value 
2425,catalysts segment includes refinery catalysts and polyolefin catalysts product categories 
2426,componenta is a metal sector company with international operations and production plants located in finland the netherlands sweden and turkey 
